Vehicle Selection Mode,--,Network-wide,--
,,10:30_11:00,62.28
Category,30-min Departure Time Interval,95th Percentile Travel Time Per Mile (min/mile),
,,05:00_05:30, 3.27
,,05:30_06:00, 6.57
,,06:00_06:30,65.42
,,06:30_07:00,197.48
,,07:00_07:30,496.30
,,07:30_08:00,606.31
,,08:00_08:30,674.16
,,08:30_09:00,676.98
,,09:00_09:30,360.44
,,09:30_10:00,368.52
,,10:00_10:30,313.10
,,10:30_11:00,212.09
Category,30-min Departure Time Interval,90th Percentile Travel Time Per Mile (min/mile),
,,05:00_05:30, 2.97
,,05:30_06:00, 5.16
,,06:00_06:30,29.20
,,06:30_07:00,148.14
,,07:00_07:30,334.54
,,07:30_08:00,546.94
,,08:00_08:30,620.77
,,08:30_09:00,481.89
,,09:00_09:30,312.65
,,09:30_10:00,305.96
,,10:00_10:30,227.04
,,10:30_11:00,187.24
Category,30-min Departure Time Interval,80th Percentile Travel Time Per Mile (min/mile),
,,05:00_05:30, 2.61
,,05:30_06:00, 3.78
,,06:00_06:30,17.65
,,06:30_07:00,100.01
,,07:00_07:30,222.29
,,07:30_08:00,326.18
,,08:00_08:30,347.07
,,08:30_09:00,284.65
,,09:00_09:30,232.87
,,09:30_10:00,219.70
,,10:00_10:30,174.39
,,10:30_11:00,147.81
Category,30-min Departure Time Interval,Total Generalized Time:TT+Toll/VOT (min),
,,05:00_05:30,29994.38
,,05:30_06:00,40191.63
,,06:00_06:30,409518.47
,,06:30_07:00,1339878.25
,,07:00_07:30,3327105.25
,,07:30_08:00,2585170.00
,,08:00_08:30,1672410.50
,,08:30_09:00,1173346.63
,,09:00_09:30,951995.56
,,09:30_10:00,771931.88
,,10:00_10:30,419819.78
,,10:30_11:00,323905.72
Category,30-min Departure Time Interval,Avg Generalized Travel Time:TT+Toll/VOT (min),
,,05:00_05:30, 6.90
,,05:30_06:00, 9.26
,,06:00_06:30,48.48
,,06:30_07:00,173.58
,,07:00_07:30,287.59
,,07:30_08:00,314.77
,,08:00_08:30,311.73
,,08:30_09:00,294.44
,,09:00_09:30,282.74
,,09:30_10:00,261.49
,,10:00_10:30,218.20
,,10:30_11:00,183.52
Category,30-min Departure Time Interval,Avg Miles per Gallon,
,,05:00_05:30,12980.79
,,05:30_06:00,12963.21
,,06:00_06:30,25184.67
,,06:30_07:00,22281.23
,,07:00_07:30,30689.94
,,07:30_08:00,19203.40
,,08:00_08:30,11514.58
,,08:30_09:00,8571.24
,,09:00_09:30,7515.96
,,09:30_10:00,6446.04
,,10:00_10:30,4276.67
,,10:30_11:00,3952.22
Category,1-hour Departure Time Interval,Number of Vehicles,
,,05:00_06:00,8686.00
,,06:00_07:00,16167.00
,,07:00_08:00,19782.00
,,08:00_09:00,9350.00
,,09:00_10:00,6319.00
,,10:00_11:00,3689.00
Category,1-hour Departure Time Interval,Cumulative Number of Vehicles,
,,05:00_06:00,8686.00
,,06:00_07:00,24853.00
,,07:00_08:00,44635.00
,,08:00_09:00,53985.00
,,09:00_10:00,60304.00
,,10:00_11:00,63993.00
Category,1-hour Departure Time Interval,Total Travel Time (min),
,,05:00_06:00,70185.88
,,06:00_07:00,1749395.00
,,07:00_08:00,5912283.00
,,08:00_09:00,2845761.25
,,09:00_10:00,1723925.38
,,10:00_11:00,743725.50
Category,1-hour Departure Time Interval,Total Travel Distance (mile),
,,05:00_06:00,25944.24
,,06:00_07:00,47465.72
,,07:00_08:00,49893.17
,,08:00_09:00,20085.88
,,09:00_10:00,13962.05
,,10:00_11:00,8228.87
Category,1-hour Departure Time Interval,Avg Travel Time (min),
,,05:00_06:00, 8.08
,,06:00_07:00,108.21
,,07:00_08:00,298.87
,,08:00_09:00,304.36
,,09:00_10:00,272.82
,,10:00_11:00,201.61
Category,1-hour Departure Time Interval,Avg Travel Distance (mile),
,,05:00_06:00, 2.99
,,06:00_07:00, 2.94
,,07:00_08:00, 2.52
,,08:00_09:00, 2.15
,,09:00_10:00, 2.21
,,10:00_11:00, 2.23
Category,1-hour Departure Time Interval,Avg Speed (mile/hour),
,,05:00_06:00,22.18
,,06:00_07:00, 1.63
,,07:00_08:00, 0.51
,,08:00_09:00, 0.42
,,09:00_10:00, 0.49
,,10:00_11:00, 0.66
Category,1-hour Departure Time Interval,Avg Travel Time Per Mile (min/mile),
,,05:00_06:00, 2.68
,,06:00_07:00,39.11
,,07:00_08:00,170.60
,,08:00_09:00,217.96
,,09:00_10:00,168.16
,,10:00_11:00,120.32
Category,1-hour Departure Time Interval,Travel Time Index: mean/FFTT,
,,05:00_06:00, 1.51
,,06:00_07:00,20.13
,,07:00_08:00,61.90
,,08:00_09:00,72.87
,,09:00_10:00,62.56
,,10:00_11:00,45.61
Category,1-hour Departure Time Interval,Avg Travel Time STD (min),
,,05:00_06:00, 6.45
,,06:00_07:00,152.65
,,07:00_08:00,163.53
,,08:00_09:00,116.63
,,09:00_10:00,75.91
,,10:00_11:00,69.44
Category,1-hour Departure Time Interval,95th Percentile Travel Time (min),
,,05:00_06:00,19.04
,,06:00_07:00,447.09
,,07:00_08:00,490.31
,,08:00_09:00,442.02
,,09:00_10:00,376.80
,,10:00_11:00,334.69
Category,1-hour Departure Time Interval,90th Percentile Travel Time (min),
,,05:00_06:00,15.39
,,06:00_07:00,388.15
,,07:00_08:00,470.64
,,08:00_09:00,428.17
,,09:00_10:00,361.30
,,10:00_11:00,310.82
Category,1-hour Departure Time Interval,80th Percentile Travel Time (min),
,,05:00_06:00,11.81
,,06:00_07:00,312.86
,,07:00_08:00,437.41
,,08:00_09:00,401.37
,,09:00_10:00,349.21
,,10:00_11:00,274.12
Category,1-hour Departure Time Interval,Planning Time Index: 95th percentile/FFTT,
,,05:00_06:00, 3.56
,,06:00_07:00,83.19
,,07:00_08:00,101.55
,,08:00_09:00,105.83
,,09:00_10:00,86.41
,,10:00_11:00,75.71
Category,1-hour Departure Time Interval,Buffer Index: (95th percentile - mean)/mean,
,,05:00_06:00, 1.36
,,06:00_07:00, 3.13
,,07:00_08:00, 0.64
,,08:00_09:00, 0.45
,,09:00_10:00, 0.38
,,10:00_11:00, 0.66
Category,1-hour Departure Time Interval,Skew Index: (90th %ile-median)/(median-10th %ile),
,,05:00_06:00, 2.27
,,06:00_07:00,12.70
,,07:00_08:00, 0.36
,,08:00_09:00, 0.70
,,09:00_10:00, 0.80
,,10:00_11:00, 2.03
Category,1-hour Departure Time Interval,Travel Time Per Mile STD (min/mile),
,,05:00_06:00, 1.21
,,06:00_07:00,61.25
,,07:00_08:00,162.99
,,08:00_09:00,194.73
,,09:00_10:00,110.83
,,10:00_11:00,72.87
Category,1-hour Departure Time Interval,95th Percentile Travel Time Per Mile (min/mile),
,,05:00_06:00, 5.21
,,06:00_07:00,158.03
,,07:00_08:00,551.48
,,08:00_09:00,675.50
,,09:00_10:00,363.22
,,10:00_11:00,275.76
Category,1-hour Departure Time Interval,90th Percentile Travel Time Per Mile (min/mile),
,,05:00_06:00, 3.93
,,06:00_07:00,106.69
,,07:00_08:00,418.90
,,08:00_09:00,620.74
,,09:00_10:00,308.08
,,10:00_11:00,203.36
Category,1-hour Departure Time Interval,80th Percentile Travel Time Per Mile (min/mile),
,,05:00_06:00, 3.14
,,06:00_07:00,68.48
,,07:00_08:00,256.56
,,08:00_09:00,314.34
,,09:00_10:00,230.56
,,10:00_11:00,162.28
Category,1-hour Departure Time Interval,Total Generalized Time:TT+Toll/VOT (min),
,,05:00_06:00,70185.88
,,06:00_07:00,1749395.00
,,07:00_08:00,5912283.00
,,08:00_09:00,2845761.25
,,09:00_10:00,1723925.38
,,10:00_11:00,743725.50
Category,1-hour Departure Time Interval,Avg Generalized Travel Time:TT+Toll/VOT (min),
,,05:00_06:00, 8.08
,,06:00_07:00,108.21
,,07:00_08:00,298.87
,,08:00_09:00,304.36
,,09:00_10:00,272.82
,,10:00_11:00,201.61
Category,1-hour Departure Time Interval,Avg Miles per Gallon,
,,05:00_06:00,25944.24
,,06:00_07:00,47465.72
,,07:00_08:00,49893.17
,,08:00_09:00,20085.88
,,09:00_10:00,13962.05
,,10:00_11:00,8228.87
Category,2-hour Departure Time Interval,Number of Vehicles,
,,04:00_06:00,8686.00
,,06:00_08:00,35949.00
,,08:00_10:00,15669.00
,,10:00_12:00,3689.00
Category,2-hour Departure Time Interval,Cumulative Number of Vehicles,
,,04:00_06:00,8686.00
,,06:00_08:00,44635.00
,,08:00_10:00,60304.00
,,10:00_12:00,63993.00
Category,2-hour Departure Time Interval,Total Travel Time (min),
,,04:00_06:00,70185.88
,,06:00_08:00,7661670.00
,,08:00_10:00,4569685.00
,,10:00_12:00,743725.50
Category,2-hour Departure Time Interval,Total Travel Distance (mile),
,,04:00_06:00,25944.24
,,06:00_08:00,97357.88
,,08:00_10:00,34047.84
,,10:00_12:00,8228.87
Category,2-hour Departure Time Interval,Avg Travel Time (min),
,,04:00_06:00, 8.08
,,06:00_08:00,213.13
,,08:00_10:00,291.64
,,10:00_12:00,201.61
Category,2-hour Departure Time Interval,Avg Travel Distance (mile),
,,04:00_06:00, 2.99
,,06:00_08:00, 2.71
,,08:00_10:00, 2.17
,,10:00_12:00, 2.23
Category,2-hour Departure Time Interval,Avg Speed (mile/hour),
,,04:00_06:00,22.18
,,06:00_08:00, 0.76
,,08:00_10:00, 0.45
,,10:00_12:00, 0.66
Category,2-hour Departure Time Interval,Avg Travel Time Per Mile (min/mile),
,,04:00_06:00, 2.68
,,06:00_08:00,111.47
,,08:00_10:00,197.88
,,10:00_12:00,120.32
Category,2-hour Departure Time Interval,Travel Time Index: mean/FFTT,
,,04:00_06:00, 1.51
,,06:00_08:00,42.01
,,08:00_10:00,68.61
,,10:00_12:00,45.61
Category,2-hour Departure Time Interval,Avg Travel Time STD (min),
,,04:00_06:00, 6.45
,,06:00_08:00,184.91
,,08:00_10:00,103.34
,,10:00_12:00,69.44
Category,2-hour Departure Time Interval,95th Percentile Travel Time (min),
,,04:00_06:00,19.04
,,06:00_08:00,482.00
,,08:00_10:00,433.20
,,10:00_12:00,334.69
Category,2-hour Departure Time Interval,90th Percentile Travel Time (min),
,,04:00_06:00,15.39
,,06:00_08:00,455.38
,,08:00_10:00,411.36
,,10:00_12:00,310.82
Category,2-hour Departure Time Interval,80th Percentile Travel Time (min),
,,04:00_06:00,11.81
,,06:00_08:00,408.20
,,08:00_10:00,374.80
,,10:00_12:00,274.12
Category,2-hour Departure Time Interval,Planning Time Index: 95th percentile/FFTT,
,,04:00_06:00, 3.56
,,06:00_08:00,95.00
,,08:00_10:00,101.91
,,10:00_12:00,75.71
Category,2-hour Departure Time Interval,Buffer Index: (95th percentile - mean)/mean,
,,04:00_06:00, 1.36
,,06:00_08:00, 1.26
,,08:00_10:00, 0.49
,,10:00_12:00, 0.66
Category,2-hour Departure Time Interval,Skew Index: (90th %ile-median)/(median-10th %ile),
,,04:00_06:00, 2.27
,,06:00_08:00, 1.78
,,08:00_10:00, 0.74
,,10:00_12:00, 2.03
Category,2-hour Departure Time Interval,Travel Time Per Mile STD (min/mile),
,,04:00_06:00, 1.21
,,06:00_08:00,143.48
,,08:00_10:00,167.86
,,10:00_12:00,72.87
Category,2-hour Departure Time Interval,95th Percentile Travel Time Per Mile (min/mile),
,,04:00_06:00, 5.21
,,06:00_08:00,469.67
,,08:00_10:00,651.69
,,10:00_12:00,275.76
Category,2-hour Departure Time Interval,90th Percentile Travel Time Per Mile (min/mile),
,,04:00_06:00, 3.93
,,06:00_08:00,288.36
,,08:00_10:00,414.60
,,10:00_12:00,203.36
Category,2-hour Departure Time Interval,80th Percentile Travel Time Per Mile (min/mile),
,,04:00_06:00, 3.14
,,06:00_08:00,178.99
,,08:00_10:00,279.37
,,10:00_12:00,162.28
Category,2-hour Departure Time Interval,Total Generalized Time:TT+Toll/VOT (min),
,,04:00_06:00,70185.88
,,06:00_08:00,7661670.00
,,08:00_10:00,4569685.00
,,10:00_12:00,743725.50
Category,2-hour Departure Time Interval,Avg Generalized Travel Time:TT+Toll/VOT (min),
,,04:00_06:00, 8.08
,,06:00_08:00,213.13
,,08:00_10:00,291.64
,,10:00_12:00,201.61
Category,2-hour Departure Time Interval,Avg Miles per Gallon,
,,04:00_06:00,25944.24
,,06:00_08:00,97357.88
,,08:00_10:00,34047.84
,,10:00_12:00,8228.87
Category,4-hour Departure Time Interval,Number of Vehicles,
,,04:00_08:00,44635.00
,,08:00_12:00,19358.00
Category,4-hour Departure Time Interval,Cumulative Number of Vehicles,
,,04:00_08:00,44635.00
,,08:00_12:00,63993.00
Category,4-hour Departure Time Interval,Total Travel Time (min),
,,04:00_08:00,7731859.00
,,08:00_12:00,5313410.00
Category,4-hour Departure Time Interval,Total Travel Distance (mile),
,,04:00_08:00,123303.75
,,08:00_12:00,42277.02
Category,4-hour Departure Time Interval,Avg Travel Time (min),
,,04:00_08:00,173.22
,,08:00_12:00,274.48
Category,4-hour Departure Time Interval,Avg Travel Distance (mile),
,,04:00_08:00, 2.76
,,08:00_12:00, 2.18
Category,4-hour Departure Time Interval,Avg Speed (mile/hour),
,,04:00_08:00, 0.96
,,08:00_12:00, 0.48
Category,4-hour Departure Time Interval,Avg Travel Time Per Mile (min/mile),
,,04:00_08:00,90.30
,,08:00_12:00,183.10
Category,4-hour Departure Time Interval,Travel Time Index: mean/FFTT,
,,04:00_08:00,33.78
,,08:00_12:00,64.08
Category,4-hour Departure Time Interval,Avg Travel Time STD (min),
,,04:00_08:00,184.76
,,08:00_12:00,103.99
Category,4-hour Departure Time Interval,95th Percentile Travel Time (min),
,,04:00_08:00,475.24
,,08:00_12:00,427.08
Category,4-hour Departure Time Interval,90th Percentile Travel Time (min),
,,04:00_08:00,442.72
,,08:00_12:00,400.97
Category,4-hour Departure Time Interval,80th Percentile Travel Time (min),
,,04:00_08:00,386.85
,,08:00_12:00,363.10
Category,4-hour Departure Time Interval,Planning Time Index: 95th percentile/FFTT,
,,04:00_08:00,92.67
,,08:00_12:00,99.71
Category,4-hour Departure Time Interval,Buffer Index: (95th percentile - mean)/mean,
,,04:00_08:00, 1.74
,,08:00_12:00, 0.56
Category,4-hour Departure Time Interval,Skew Index: (90th %ile-median)/(median-10th %ile),
,,04:00_08:00, 7.79
,,08:00_12:00, 0.85
Category,4-hour Departure Time Interval,Travel Time Per Mile STD (min/mile),
,,04:00_08:00,135.77
,,08:00_12:00,157.32
Category,4-hour Departure Time Interval,95th Percentile Travel Time Per Mile (min/mile),
,,04:00_08:00,391.95
,,08:00_12:00,631.15
Category,4-hour Departure Time Interval,90th Percentile Travel Time Per Mile (min/mile),
,,04:00_08:00,245.00
,,08:00_12:00,359.26
Category,4-hour Departure Time Interval,80th Percentile Travel Time Per Mile (min/mile),
,,04:00_08:00,152.49
,,08:00_12:00,248.58
Category,4-hour Departure Time Interval,Total Generalized Time:TT+Toll/VOT (min),
,,04:00_08:00,7731859.00
,,08:00_12:00,5313410.00
Category,4-hour Departure Time Interval,Avg Generalized Travel Time:TT+Toll/VOT (min),
,,04:00_08:00,173.22
,,08:00_12:00,274.48
Category,4-hour Departure Time Interval,Avg Miles per Gallon,
,,04:00_08:00,123303.75
,,08:00_12:00,42277.02
Category,Distance Bin (0.2 ml Interval),Number of Vehicles,
,,0.2_0.4,209.00
,,0.4_0.6,3292.00
,,0.6_0.8,3117.00
,,0.8_1.0,6055.00
,,1.0_1.2,2252.00
,,1.2_1.4,3982.00
,,1.4_1.6,3110.00
,,1.6_1.8,1984.00
,,1.8_2.0,1783.00
,,2.0_2.2,6783.00
,,2.2_2.4,3381.00
,,2.4_2.6,2996.00
,,2.6_2.8,2479.00
,,2.8_3.0,1705.00
,,3.0_3.2,1727.00
,,3.2_3.4,1127.00
,,3.4_3.6,1083.00
,,3.6_3.8,1417.00
,,3.8_4.0,1125.00
,,4.0_4.2,1539.00
,,4.2_4.4,2428.00
,,4.4_4.6,1505.00
,,4.6_4.8,757.00
,,4.8_5.0,1159.00
,,5.0_5.2,2305.00
,,5.2_5.4,1005.00
,,5.4_5.6,731.00
,,5.6_5.8,228.00
,,5.8_6.0,738.00
,,6.0_6.2,257.00
,,6.2_6.4,400.00
,,6.4_6.6,265.00
,,6.6_6.8,210.00
,,6.8_7.0,344.00
,,7.0_7.2,79.00
,,7.2_7.4,61.00
,,7.4_7.6,44.00
,,7.6_7.8,64.00
,,7.8_8.0,42.00
,,8.0_8.2,53.00
,,8.2_8.4,26.00
,,8.4_8.6,37.00
,,8.6_8.8,33.00
,,8.8_9.0,15.00
,,9.0_9.2,16.00
,,9.2_9.4,12.00
,,9.4_9.6, 7.00
,,9.6_9.8, 8.00
,,9.8_10.0, 3.00
,,10.0_10.2, 6.00
,,10.4_10.6, 3.00
,,10.6_10.8, 3.00
,,10.8_11.0, 1.00
,,11.0_11.2, 2.00
Category,Distance Bin (0.2 ml Interval),Cumulative Number of Vehicles,
,,0.2_0.4,209.00
,,0.4_0.6,3501.00
,,0.6_0.8,6618.00
,,0.8_1.0,12673.00
,,1.0_1.2,14925.00
,,1.2_1.4,18907.00
,,1.4_1.6,22017.00
,,1.6_1.8,24001.00
,,1.8_2.0,25784.00
,,2.0_2.2,32567.00
,,2.2_2.4,35948.00
,,2.4_2.6,38944.00
,,2.6_2.8,41423.00
,,2.8_3.0,43128.00
,,3.0_3.2,44855.00
,,3.2_3.4,45982.00
,,3.4_3.6,47065.00
,,3.6_3.8,48482.00
,,3.8_4.0,49607.00
,,4.0_4.2,51146.00
,,4.2_4.4,53574.00
,,4.4_4.6,55079.00
,,4.6_4.8,55836.00
,,4.8_5.0,56995.00
,,5.0_5.2,59300.00
,,5.2_5.4,60305.00
,,5.4_5.6,61036.00
,,5.6_5.8,61264.00
,,5.8_6.0,62002.00
,,6.0_6.2,62259.00
,,6.2_6.4,62659.00
,,6.4_6.6,62924.00
,,6.6_6.8,63134.00
,,6.8_7.0,63478.00
,,7.0_7.2,63557.00
,,7.2_7.4,63618.00
,,7.4_7.6,63662.00
,,7.6_7.8,63726.00
,,7.8_8.0,63768.00
,,8.0_8.2,63821.00
,,8.2_8.4,63847.00
,,8.4_8.6,63884.00
,,8.6_8.8,63917.00
,,8.8_9.0,63932.00
,,9.0_9.2,63948.00
,,9.2_9.4,63960.00
,,9.4_9.6,63967.00
,,9.6_9.8,63975.00
,,9.8_10.0,63978.00
,,10.0_10.2,63984.00
,,10.4_10.6,63987.00
,,10.6_10.8,63990.00
,,10.8_11.0,63991.00
,,11.0_11.2,63993.00
Category,Distance Bin (0.2 ml Interval),Total Travel Time (min),
,,0.2_0.4,31316.16
,,0.4_0.6,647245.25
,,0.6_0.8,559930.50
,,0.8_1.0,1076169.63
,,1.0_1.2,345167.31
,,1.2_1.4,741738.00
,,1.4_1.6,597732.69
,,1.6_1.8,343551.91
,,1.8_2.0,381187.16
,,2.0_2.2,1323617.13
,,2.2_2.4,704942.25
,,2.4_2.6,685065.94
,,2.6_2.8,521998.25
,,2.8_3.0,346652.59
,,3.0_3.2,366660.69
,,3.2_3.4,257478.73
,,3.4_3.6,252389.97
,,3.6_3.8,309986.41
,,3.8_4.0,252190.39
,,4.0_4.2,310472.53
,,4.2_4.4,608434.75
,,4.4_4.6,328660.53
,,4.6_4.8,180673.14
,,4.8_5.0,292455.50
,,5.0_5.2,516574.50
,,5.2_5.4,198184.20
,,5.4_5.6,162145.17
,,5.6_5.8,47275.84
,,5.8_6.0,135243.69
,,6.0_6.2,73714.92
,,6.2_6.4,102623.05
,,6.4_6.6,56588.56
,,6.6_6.8,54442.93
,,6.8_7.0,56303.65
,,7.0_7.2,21380.75
,,7.2_7.4,22103.47
,,7.4_7.6,15126.53
,,7.6_7.8,20276.72
,,7.8_8.0,14590.04
,,8.0_8.2,20469.49
,,8.2_8.4,9763.50
,,8.4_8.6,14839.21
,,8.6_8.8,12310.16
,,8.8_9.0,5729.66
,,9.0_9.2,4659.45
,,9.2_9.4,4563.89
,,9.4_9.6,1932.43
,,9.6_9.8,2252.65
,,9.8_10.0,594.19
,,10.0_10.2,2561.94
,,10.4_10.6,906.25
,,10.6_10.8,1172.71
,,10.8_11.0,445.94
,,11.0_11.2,773.52
Category,Distance Bin (0.2 ml Interval),Total Travel Distance (mile),
,,0.2_0.4,66.88
,,0.4_0.6,1824.23
,,0.6_0.8,2052.36
,,0.8_1.0,5592.92
,,1.0_1.2,2487.45
,,1.2_1.4,5223.50
,,1.4_1.6,4662.43
,,1.6_1.8,3391.84
,,1.8_2.0,3418.40
,,2.0_2.2,14048.03
,,2.2_2.4,7793.74
,,2.4_2.6,7564.16
,,2.6_2.8,6696.12
,,2.8_3.0,4932.50
,,3.0_3.2,5403.85
,,3.2_3.4,3702.71
,,3.4_3.6,3770.51
,,3.6_3.8,5227.01
,,3.8_4.0,4380.33
,,4.0_4.2,6307.07
,,4.2_4.4,10425.55
,,4.4_4.6,6762.54
,,4.6_4.8,3580.18
,,4.8_5.0,5685.56
,,5.0_5.2,11820.53
,,5.2_5.4,5353.01
,,5.4_5.6,4050.62
,,5.6_5.8,1291.96
,,5.8_6.0,4364.56
,,6.0_6.2,1563.32
,,6.2_6.4,2516.92
,,6.4_6.6,1721.61
,,6.6_6.8,1415.10
,,6.8_7.0,2354.32
,,7.0_7.2,558.52
,,7.2_7.4,445.13
,,7.4_7.6,330.17
,,7.6_7.8,491.43
,,7.8_8.0,331.72
,,8.0_8.2,430.08
,,8.2_8.4,216.76
,,8.4_8.6,314.92
,,8.6_8.8,287.23
,,8.8_9.0,133.37
,,9.0_9.2,145.48
,,9.2_9.4,111.62
,,9.4_9.6,66.53
,,9.6_9.8,77.50
,,9.8_10.0,29.74
,,10.0_10.2,60.48
,,10.4_10.6,31.38
,,10.6_10.8,32.10
,,10.8_11.0,10.91
,,11.0_11.2,22.18
Category,Distance Bin (0.2 ml Interval),Avg Travel Time (min),
,,0.2_0.4,149.84
,,0.4_0.6,196.61
,,0.6_0.8,179.64
,,0.8_1.0,177.73
,,1.0_1.2,153.27
,,1.2_1.4,186.27
,,1.4_1.6,192.20
,,1.6_1.8,173.16
,,1.8_2.0,213.79
,,2.0_2.2,195.14
,,2.2_2.4,208.50
,,2.4_2.6,228.66
,,2.6_2.8,210.57
,,2.8_3.0,203.32
,,3.0_3.2,212.31
,,3.2_3.4,228.46
,,3.4_3.6,233.05
,,3.6_3.8,218.76
,,3.8_4.0,224.17
,,4.0_4.2,201.74
,,4.2_4.4,250.59
,,4.4_4.6,218.38
,,4.6_4.8,238.67
,,4.8_5.0,252.33
,,5.0_5.2,224.11
,,5.2_5.4,197.20
,,5.4_5.6,221.81
,,5.6_5.8,207.35
,,5.8_6.0,183.26
,,6.0_6.2,286.83
,,6.2_6.4,256.56
,,6.4_6.6,213.54
,,6.6_6.8,259.25
,,6.8_7.0,163.67
,,7.0_7.2,270.64
,,7.2_7.4,362.35
,,7.4_7.6,343.78
,,7.6_7.8,316.82
,,7.8_8.0,347.38
,,8.0_8.2,386.22
,,8.2_8.4,375.52
,,8.4_8.6,401.06
,,8.6_8.8,373.04
,,8.8_9.0,381.98
,,9.0_9.2,291.22
,,9.2_9.4,380.32
,,9.4_9.6,276.06
,,9.6_9.8,281.58
,,9.8_10.0,198.06
,,10.0_10.2,426.99
,,10.4_10.6,302.08
,,10.6_10.8,390.90
,,10.8_11.0,445.94
,,11.0_11.2,386.76
Category,Distance Bin (0.2 ml Interval),Avg Travel Distance (mile),
,,0.2_0.4, 0.32
,,0.4_0.6, 0.55
,,0.6_0.8, 0.66
,,0.8_1.0, 0.92
,,1.0_1.2, 1.10
,,1.2_1.4, 1.31
,,1.4_1.6, 1.50
,,1.6_1.8, 1.71
,,1.8_2.0, 1.92
,,2.0_2.2, 2.07
,,2.2_2.4, 2.31
,,2.4_2.6, 2.52
,,2.6_2.8, 2.70
,,2.8_3.0, 2.89
,,3.0_3.2, 3.13
,,3.2_3.4, 3.29
,,3.4_3.6, 3.48
,,3.6_3.8, 3.69
,,3.8_4.0, 3.89
,,4.0_4.2, 4.10
,,4.2_4.4, 4.29
,,4.4_4.6, 4.49
,,4.6_4.8, 4.73
,,4.8_5.0, 4.91
,,5.0_5.2, 5.13
,,5.2_5.4, 5.33
,,5.4_5.6, 5.54
,,5.6_5.8, 5.67
,,5.8_6.0, 5.91
,,6.0_6.2, 6.08
,,6.2_6.4, 6.29
,,6.4_6.6, 6.50
,,6.6_6.8, 6.74
,,6.8_7.0, 6.84
,,7.0_7.2, 7.07
,,7.2_7.4, 7.30
,,7.4_7.6, 7.50
,,7.6_7.8, 7.68
,,7.8_8.0, 7.90
,,8.0_8.2, 8.11
,,8.2_8.4, 8.34
,,8.4_8.6, 8.51
,,8.6_8.8, 8.70
,,8.8_9.0, 8.89
,,9.0_9.2, 9.09
,,9.2_9.4, 9.30
,,9.4_9.6, 9.50
,,9.6_9.8, 9.69
,,9.8_10.0, 9.91
,,10.0_10.2,10.08
,,10.4_10.6,10.46
,,10.6_10.8,10.70
,,10.8_11.0,10.91
,,11.0_11.2,11.09
Category,Distance Bin (0.2 ml Interval),Avg Speed (mile/hour),
,,0.2_0.4, 0.13
,,0.4_0.6, 0.17
,,0.6_0.8, 0.22
,,0.8_1.0, 0.31
,,1.0_1.2, 0.43
,,1.2_1.4, 0.42
,,1.4_1.6, 0.47
,,1.6_1.8, 0.59
,,1.8_2.0, 0.54
,,2.0_2.2, 0.64
,,2.2_2.4, 0.66
,,2.4_2.6, 0.66
,,2.6_2.8, 0.77
,,2.8_3.0, 0.85
,,3.0_3.2, 0.88
,,3.2_3.4, 0.86
,,3.4_3.6, 0.90
,,3.6_3.8, 1.01
,,3.8_4.0, 1.04
,,4.0_4.2, 1.22
,,4.2_4.4, 1.03
,,4.4_4.6, 1.23
,,4.6_4.8, 1.19
,,4.8_5.0, 1.17
,,5.0_5.2, 1.37
,,5.2_5.4, 1.62
,,5.4_5.6, 1.50
,,5.6_5.8, 1.64
,,5.8_6.0, 1.94
,,6.0_6.2, 1.27
,,6.2_6.4, 1.47
,,6.4_6.6, 1.83
,,6.6_6.8, 1.56
,,6.8_7.0, 2.51
,,7.0_7.2, 1.57
,,7.2_7.4, 1.21
,,7.4_7.6, 1.31
,,7.6_7.8, 1.45
,,7.8_8.0, 1.36
,,8.0_8.2, 1.26
,,8.2_8.4, 1.33
,,8.4_8.6, 1.27
,,8.6_8.8, 1.40
,,8.8_9.0, 1.40
,,9.0_9.2, 1.87
,,9.2_9.4, 1.47
,,9.4_9.6, 2.07
,,9.6_9.8, 2.06
,,9.8_10.0, 3.00
,,10.0_10.2, 1.42
,,10.4_10.6, 2.08
,,10.6_10.8, 1.64
,,10.8_11.0, 1.47
,,11.0_11.2, 1.72
Category,Distance Bin (0.2 ml Interval),Avg Travel Time Per Mile (min/mile),
,,0.2_0.4,468.27
,,0.4_0.6,350.11
,,0.6_0.8,278.16
,,0.8_1.0,193.53
,,1.0_1.2,139.09
,,1.2_1.4,141.28
,,1.4_1.6,128.22
,,1.6_1.8,101.61
,,1.8_2.0,111.95
,,2.0_2.2,94.27
,,2.2_2.4,90.59
,,2.4_2.6,90.50
,,2.6_2.8,77.99
,,2.8_3.0,70.30
,,3.0_3.2,67.88
,,3.2_3.4,69.59
,,3.4_3.6,66.83
,,3.6_3.8,59.26
,,3.8_4.0,57.54
,,4.0_4.2,49.33
,,4.2_4.4,58.38
,,4.4_4.6,48.72
,,4.6_4.8,50.43
,,4.8_5.0,51.45
,,5.0_5.2,43.72
,,5.2_5.4,37.10
,,5.4_5.6,40.02
,,5.6_5.8,36.56
,,5.8_6.0,30.98
,,6.0_6.2,47.19
,,6.2_6.4,40.83
,,6.4_6.6,32.96
,,6.6_6.8,38.51
,,6.8_7.0,23.83
,,7.0_7.2,38.27
,,7.2_7.4,49.75
,,7.4_7.6,45.77
